eCommerce-Fuya/ecom-app-product/deploy-qa14,1458535,1.3,1617007.6,1458534.6666667
eCommerce-Ishbel/ecom-app-product/RM-37890-rls-16.35.x,1457095,3.0,1817272.8,1457094.75
eCommerce-Ishbel/ecom-app-product/feature-dynamic-messaging-pr,1456428,1.0,1456428,1456428
eCommerce-Fuya/ecom-app-product/FUYA-2278,1453609,2.5,1480115.8,1453609
eCommerce-Rainier/ecom-app-phygital/PM-17828,1448395,3.0,1448395,1448395
eCommerce-Marcy/ecom-app-product/KIMCHI-2192-Open-Telemetry-for-release-16.26.x,1446178,5.2,1540860.6,1446178.125
eCommerce-Denali/ecom-app-global/develop,1441953,1.0,1652631.6,1441952.6
eCommerce-Rimo/ecom-app-product/RIMO-5088,1440138,5.1,1641052.6,1440138.1428571
eCommerce-Boyne/ecom-app-shop/deploy,1439571,1.0,1439571,1439571
eCommerce-Wallaroo/ecom-app-shop/test-codeowners,1421464,1.0,1421464,1421464
eCommerce-Flatirons/stored-value-card-orchestration-service/HLFD-1809,1419018,1.8,1419018,1419018
eCommerce-Kangto/inventory/PM-18066-LATEST,1413086,7.0,1540794.6,1413085.8
eCommerce-Flatirons/ecom-app-shop/revert-opentelemetry-changes,1412379,1.0,1412379,1412379
eCommerce-Boyne/ecom-app-product/pm-18020,1408697,3.0,1475948.2,1408696.6666667
eCommerce-Denali/ecom-app-shop/PM-17899,1408267,1.7,1534860.2,1408266.6666667
eCommerce-Castle/ecom-app-shop/PM-18088,1405932,5.0,1552094.8,1405931.5
eCommerce-Boyne/ecom-app-product/redo-2315-pm-17952,1397640,1.0,1397640,1397640
eCommerce-Boyne/ecom-app-product/review-rm-37600-16.28.x,1396940,1.0,1396940,1396940
eCommerce-Boyne/ecom-app-product/revert-branch,1395817,1.0,1395817,1395817
eCommerce-Denali/ecom-app-shop/PM-18137,1393892,7.0,1393892,1393892
eCommerce-Shasta/inventory/develop_bkp_20Sept23,1392289,1.0,1392289,1392289
eCommerce-Denali/ecom-app-shop/PM-18240,1388719,4.0,1388719,1388719
eCommerce-Fuya/ecom-app-shop/PM-18017,1383651,3.4,1388929.2,1383651
eCommerce-Denali/ecom-app-shop/PM-16139,1383509,3.6,1573854.4,1383509.1111111
eCommerce-Castle/ecom-app-product/deploy-qa57,1383308,2.3,1690427,1383307.8333333
eCommerce-Fuya/ecom-app-product/404-test,1380525,1.0,1380525,1380525
eCommerce-Ishbel/ecom-app-product/splitPip_feature,1380272,2.0,1380272,1380272
eCommerce-Marcy/ecom-app-shop/RM-38088,1371250,2.0,1371250,1371250
eCommerce-Marcy/ecom-app-product/KIMCHI-2261,1368982,3.3,1453816,1368981.6
eCommerce-Denali/inventory/DENALI-7330,1368530,1.5,1368530,1368530
eCommerce-Ramen/ecom-app-customer/develop,1362790,1.5,1865381.4,1362790.5
eCommerce-Flatirons/ecom-app-registry/revert-opentelemetry,1361095,2.5,1390213,1361095
eCommerce-Rimo/ecom-app-product/develop,1356770,3.5,1453984,1356769.5
eCommerce-Ishbel/ecom-app-product/ISH-2456,1352223,2.6,1439774.4,1352223
eCommerce-Denali/inventory/DENALI-7330_Backup,1347334,1.0,1347334,1347334
eCommerce-Kangto/inventory/TCE-25601,1345797,8.0,1391220.2,1345797
eCommerce-Ishbel/ecom-app-product/release_Delay-loaded-component-names,1345487,1.0,1345487,1345487
eCommerce-Rainier/ecom-app-product/e-gift-card,1345010,1.0,1345010,1345010
eCommerce-Castle/ecom-app-product/bye-bye-pixlee,1338743,2.2,1399793.6,1338742.6666667
eCommerce-Calinga/ecom-app-registry/RIMO-5045-21092023,1331041,1.0,1331041,1331041
eCommerce-Ishbel/ecom-app-product/PM-18224,1323199,1.0,1323199,1323199
eCommerce-Fuya/ecom-app-product/main,1306669,1.0,1383705.4,1306669
eCommerce-Flatirons/ecom-app-customer/emailSignupMobileResponsive,1301744,2.0,1301744,1301744
eCommerce-Boyne/ecom-app-product/free-shipping-2317,1300304,1.0,1300304,1300304
eCommerce-Marcy/ecom-app-shop/TACO-4057,1295790,4.0,1332118,1295790.3333333
eCommerce-Denali/ecom-app-shop/PM-18137-R,1294629,2.0,1294629,1294629
eCommerce-Fuya/ecom-app-shop/main,1280831,2.6,1389058.4,1280830.6
eCommerce-Castle/ecom-app-shop/CASL-2532-release,1279794,1.0,1279794,1279794
eCommerce-Castle/ecom-app-shop/RM-37961,1277458,1.0,1277458,1277458
eCommerce-Fuya/ecom-app-shop/deploy-qa14,1268580,4.1,1449959.6,1268580.1
eCommerce-Calinga/ecom-app-global/develop,1267966,4.4,1471145,1267965.9047619
eCommerce-Shasta/inventory/PM-18044,1266687,3.0,1334627.8,1266687
eCommerce-Denali/inventory/DENALI-7331_Cleanup,1266287,1.0,1266287,1266287
eCommerce-Boyne/ecom-app-product/review-pm-18020-16.26.x,1266259,1.0,1266259,1266259
eCommerce-Boyne/ecom-app-shop/split-pip-set,1264584,2.5,1330264.4,1264583.6666667
eCommerce-Denali/ecom-svc-catalog/adding-sub-groups-wrk,1263434,2.0,1291267.4,1263434
